Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
0.17,3,1,0,4,0,3,2,2.5,0,1,1,3,0,0,2,0.049,2.33,1,0
1.25,4,2,0,2,4,1,3,6.08,0,2,0,2,0,0,2,0.177,4.83,1,1
2.08,3,0,0,3,3,1,1,7.67,0,2,1,2,1,0,4,0.24,5.59,0,1
1.92,4,3,1,4,5,1,1,7.25,0,3,1,1,0,0,3,0.233,5.33,1,1
0.75,3,0,0,1,1,2,1,4.58,0,2,0,2,0,0,1,0.134,3.83,1,0
0.17,3,0,1,3,4,2,2,1.33,0,3,0,3,0,0,1,0.073,1.1600000000000001,1,0
1.08,3,0,0,4,1,1,2,7.42,1,3,0,3,0,0,1,0.128,6.34,1,1
0.67,3,1,1,4,1,2,2,6.25,1,3,0,3,0,0,1,0.092,5.58,1,1
0.67,3,2,0,1,1,1,1,2.0,0,3,1,3,0,0,2,0.223,1.33,1,0
0.92,3,0,0,1,2,2,2,3.08,0,3,0,3,0,0,4,0.225,2.16,1,0
0.5,3,3,0,2,2,1,2,4.67,0,2,0,2,1,0,2,0.088,4.17,1,0
1.08,3,3,1,1,3,2,2,4.33,0,3,0,3,0,0,3,0.203,3.25,1,0
1.67,3,3,0,2,1,2,1,1.75,0,2,0,3,0,0,4,0.607,0.08000000000000007,1,0
2.25,3,2,1,4,1,2,2,7.08,0,2,1,3,0,0,4,0.278,4.83,0,1
0.67,3,0,0,1,5,2,2,2.92,0,3,1,3,0,0,4,0.171,2.25,1,0
2.5,3,0,1,2,0,2,2,6.33,0,3,1,2,0,0,4,0.341,3.83,0,1
0.33,4,0,0,2,1,3,1,5.58,0,2,0,2,0,0,4,0.05,5.25,1,0
0.67,3,0,0,4,0,1,3,1.92,0,4,1,2,0,0,2,0.229,1.25,1,0
0.08,4,0,0,4,1,3,2,3.92,0,2,0,2,0,0,1,0.016,3.84,1,0
0.75,3,2,0,1,0,1,2,6.08,0,2,1,3,0,0,4,0.106,5.33,1,1
0.42,4,0,0,2,2,1,2,4.67,1,3,0,3,1,0,1,0.074,4.25,1,0
0.75,4,0,1,3,3,2,3,4.0,0,4,0,2,0,0,3,0.15,3.25,1,0
0.75,3,0,1,1,1,1,2,7.25,0,3,1,3,0,0,3,0.091,6.5,1,1
0.08,3,2,0,4,0,2,2,2.5,0,2,1,2,0,0,1,0.023,2.42,1,0
1.5,3,0,0,1,1,3,2,2.83,1,3,0,3,0,0,2,0.392,1.33,1,0
0.75,4,0,0,2,5,3,1,6.92,0,3,0,2,0,0,4,0.095,6.17,1,0
1.83,4,0,1,2,3,1,2,8.17,1,2,1,3,1,0,2,0.2,6.34,1,1
1.83,3,0,1,4,1,2,3,6.58,0,1,0,2,0,0,4,0.241,4.75,1,1
3.75,3,2,0,4,5,3,2,8.58,0,3,0,2,0,0,4,0.391,4.83,0,0
1.58,3,1,1,2,0,1,2,4.33,0,3,0,3,0,0,3,0.296,2.75,1,0
0.42,3,1,0,1,0,1,2,2.5,1,1,0,2,0,0,3,0.12,2.08,1,0
0.42,3,2,1,1,3,1,2,5.83,0,4,0,2,1,0,4,0.061,5.41,1,1
3.33,3,2,0,4,1,3,2,8.08,0,1,0,2,0,0,4,0.367,4.75,0,0
3.67,4,0,0,2,3,1,2,7.17,0,3,1,1,1,0,4,0.449,3.5,0,1
2.17,2,0,1,2,2,3,2,7.58,1,3,0,3,1,0,3,0.253,5.41,0,0
1.5,3,0,0,2,0,2,2,4.5,1,3,0,2,0,0,4,0.273,3.0,1,0
0.58,3,2,0,2,4,2,1,4.5,0,3,1,2,0,0,4,0.105,3.92,1,0
0.58,4,1,1,4,3,3,1,4.25,0,3,1,2,1,0,2,0.11,3.67,1,0
0.75,3,3,0,2,1,2,2,3.0,1,1,0,2,0,0,1,0.188,2.25,1,0
2.17,4,1,0,4,4,1,1,2.67,1,3,1,2,1,0,3,0.591,0.5,0,0
0.67,4,0,1,3,1,1,2,2.92,0,3,0,3,0,0,1,0.171,2.25,1,0
2.33,4,0,1,1,5,3,2,8.17,0,2,1,3,0,0,4,0.254,5.84,0,0
0.75,3,0,1,3,1,3,1,4.08,0,4,0,3,0,0,4,0.148,3.33,1,0
1.83,3,3,0,2,3,3,1,8.0,0,2,0,3,1,0,3,0.203,6.17,1,0
0.17,3,1,1,3,0,2,2,5.67,0,3,1,2,0,0,2,0.025,5.5,1,1
0.92,3,1,1,1,1,1,1,3.5,0,3,1,2,0,0,2,0.204,2.58,1,0
0.58,3,0,0,3,0,1,3,3.17,1,3,1,2,0,0,4,0.139,2.59,1,0
1.42,3,0,0,4,1,2,2,2.92,0,1,1,2,0,0,4,0.362,1.5,1,0
0.67,3,0,1,2,3,1,2,6.75,0,3,1,3,0,0,2,0.086,6.08,1,1
0.75,3,0,1,1,0,1,2,6.17,0,1,1,2,0,0,1,0.105,5.42,1,1
1.83,4,2,0,5,2,1,3,2.58,0,3,0,3,0,0,4,0.511,0.75,1,0
2.92,4,0,0,1,1,2,2,7.83,1,1,0,2,0,0,4,0.331,4.91,0,1
3.75,1,3,0,2,0,3,3,7.83,0,1,1,2,0,0,4,0.425,4.08,0,0
3.58,3,1,1,1,3,1,2,6.42,0,3,1,2,0,0,4,0.482,2.84,0,1
2.17,4,0,1,3,0,1,1,5.67,0,3,1,2,0,0,4,0.325,3.5,0,1
1.83,3,0,1,2,2,1,2,3.17,0,2,1,3,0,0,4,0.439,1.3399999999999999,1,0
0.33,2,2,0,3,2,2,1,1.17,0,1,0,2,0,0,2,0.152,0.8399999999999999,1,0
1.33,3,1,0,4,1,1,2,1.58,0,2,1,3,0,0,1,0.516,0.25,1,0
0.67,3,1,0,5,0,3,2,2.83,0,3,0,2,1,0,4,0.175,2.16,1,0
0.25,3,3,1,2,0,1,1,0.42,0,1,0,3,0,0,2,0.176,0.16999999999999998,1,0
1.25,2,1,1,2,0,3,2,6.08,0,3,1,2,0,0,3,0.177,4.83,1,0
2.08,4,0,0,2,4,1,1,3.58,1,3,0,3,0,0,2,0.454,1.5,0,0
3.83,2,0,0,2,4,1,3,5.25,1,3,0,3,0,0,4,0.613,1.42,0,1
2.33,2,1,0,3,1,3,3,2.5,0,3,0,3,0,0,3,0.666,0.16999999999999993,0,0
0.08,4,2,1,5,2,2,1,2.08,0,3,1,3,1,0,1,0.026,2.0,1,0
1.83,3,2,0,2,0,1,2,3.83,1,3,0,2,1,0,4,0.379,2.0,1,0
3.33,1,1,0,2,3,2,2,4.5,0,3,0,3,0,0,4,0.605,1.17,0,0
1.08,4,1,0,3,5,1,1,4.25,0,3,1,2,1,0,1,0.206,3.17,1,0
0.17,2,2,0,1,2,2,2,3.17,0,3,0,2,0,0,1,0.041,3.0,1,0
0.75,3,0,1,1,4,1,1,6.92,0,3,1,3,0,0,2,0.095,6.17,1,1
2.92,3,1,0,4,2,1,2,6.25,0,2,1,3,0,0,4,0.403,3.33,0,1
0.58,3,0,1,3,0,1,2,4.83,0,2,1,3,0,0,1,0.099,4.25,1,0
2.08,3,1,0,2,4,3,2,7.42,0,3,0,2,0,0,2,0.247,5.34,0,0
0.67,2,0,0,1,0,2,2,5.0,1,3,1,2,1,0,1,0.112,4.33,1,0
2.0,3,0,1,1,0,2,3,8.17,1,3,0,3,0,0,3,0.218,6.17,1,1
2.0,3,0,0,1,1,2,1,3.42,0,3,1,3,0,0,4,0.452,1.42,1,0
1.25,3,3,0,4,0,2,1,7.83,1,3,0,3,1,0,3,0.142,6.58,1,1
1.58,4,0,0,2,0,2,1,8.08,0,2,1,3,0,0,3,0.174,6.5,1,1
0.42,3,0,0,2,2,2,2,6.33,1,3,0,1,0,0,1,0.057,5.91,1,1
1.75,2,0,0,3,4,1,1,5.0,0,2,1,3,0,0,3,0.292,3.25,1,0
3.5,2,2,0,1,0,1,2,4.75,1,3,1,2,0,0,4,0.609,1.25,0,0
0.83,3,1,0,1,3,3,3,1.5,1,3,0,2,1,0,1,0.332,0.67,1,0
0.42,3,0,0,1,3,2,1,4.17,1,3,0,3,0,0,4,0.081,3.75,1,0
0.75,3,0,0,5,3,1,1,5.67,0,3,0,2,0,0,3,0.112,4.92,1,1
0.67,4,2,1,4,1,3,2,4.08,0,2,0,3,1,0,2,0.132,3.41,1,0
1.0,3,0,0,2,0,2,3,4.25,0,3,1,2,0,0,3,0.19,3.25,1,0
1.75,1,1,0,2,2,3,2,2.58,1,2,0,3,0,0,4,0.489,0.8300000000000001,1,0
1.0,3,1,1,3,1,1,3,2.58,1,3,0,3,1,0,1,0.279,1.58,1,0
0.67,3,0,0,5,3,1,1,5.33,1,2,0,2,0,0,2,0.106,4.66,1,1
0.17,1,2,1,5,3,1,2,2.25,1,3,0,2,1,0,4,0.052,2.08,1,0
2.5,3,2,0,2,2,3,2,2.92,0,1,0,1,1,0,4,0.638,0.41999999999999993,0,0
3.33,3,2,0,1,2,2,2,5.75,0,1,1,2,0,0,4,0.493,2.42,0,1
0.75,3,0,0,2,2,3,2,3.58,0,4,1,3,0,0,2,0.164,2.83,1,0
0.33,3,1,1,4,3,2,1,4.5,0,2,1,3,0,0,1,0.06,4.17,1,0
1.0,2,1,0,3,2,2,1,2.83,1,4,0,1,0,0,3,0.261,1.83,1,0
0.83,4,3,0,4,3,2,1,6.25,0,3,1,2,0,0,1,0.114,5.42,1,1
0.5,3,1,0,4,1,2,1,5.75,0,3,0,1,0,0,2,0.074,5.25,1,1
0.67,1,0,0,4,1,2,2,4.25,0,4,1,2,0,0,1,0.128,3.58,1,0
1.08,3,0,1,3,2,1,2,6.75,0,3,1,3,1,0,2,0.139,5.67,1,1
1.17,3,2,1,4,0,2,2,5.83,0,1,0,3,0,0,1,0.171,4.66,1,1
2.17,1,2,0,2,4,1,2,2.67,0,3,1,3,0,0,4,0.591,0.5,0,0
3.0,2,0,1,4,0,2,2,4.0,0,1,0,2,1,0,4,0.6,1.0,0,0
0.17,3,1,0,2,5,1,1,1.17,0,3,1,2,0,0,1,0.078,0.9999999999999999,1,0
1.67,4,1,0,1,2,2,2,6.33,0,1,0,3,1,0,2,0.228,4.66,1,1
0.42,3,3,0,2,0,3,1,0.83,1,2,0,2,1,0,4,0.23,0.41,1,0
0.17,3,0,0,1,0,2,2,2.17,1,2,1,2,0,0,3,0.054,2.0,1,0
1.5,3,1,0,1,0,2,3,5.33,1,1,0,3,0,0,2,0.237,3.83,1,1
0.17,3,2,1,4,4,2,2,6.0,0,3,0,3,0,0,2,0.024,5.83,1,1
0.17,3,2,0,3,0,1,1,4.42,0,3,1,2,0,0,2,0.031,4.25,1,0
1.0,3,1,0,4,0,1,1,1.58,0,4,1,2,0,0,2,0.388,0.5800000000000001,1,0
1.08,2,0,1,2,4,1,2,5.83,0,4,0,3,0,0,2,0.158,4.75,1,1
3.17,3,2,1,4,1,1,1,7.67,0,3,1,3,0,0,4,0.366,4.5,0,1
2.33,3,0,0,2,0,2,3,5.58,0,4,1,3,0,0,4,0.354,3.25,0,1
1.75,2,0,0,3,1,1,2,6.67,0,2,1,3,0,0,4,0.228,4.92,1,1
0.42,3,0,1,2,0,2,3,5.67,0,4,1,2,0,0,2,0.063,5.25,1,1
1.17,3,0,1,1,0,2,2,2.67,1,3,0,2,0,0,4,0.319,1.5,1,0
2.25,3,1,0,2,2,1,2,3.25,0,1,0,3,0,0,4,0.529,1.0,0,0
0.08,3,1,1,4,1,2,3,5.25,0,3,1,3,0,0,2,0.013,5.17,1,1
0.83,4,0,0,4,2,1,2,0.92,0,1,1,2,0,0,3,0.432,0.09000000000000008,1,0
0.83,3,2,0,2,0,3,2,4.08,1,4,0,2,0,0,2,0.163,3.25,1,0
0.42,3,0,0,2,3,1,2,3.58,0,4,1,2,1,0,2,0.092,3.16,1,0
0.58,3,1,0,2,0,3,1,1.92,0,1,0,3,0,0,4,0.199,1.3399999999999999,1,0
2.58,3,1,0,3,0,2,2,8.75,1,4,0,2,0,0,4,0.265,6.17,0,1
2.33,4,0,0,2,0,1,2,8.0,0,3,0,3,0,0,4,0.259,5.67,0,1
0.33,1,1,1,1,2,3,2,4.58,0,3,0,3,0,0,4,0.059,4.25,1,0
1.67,3,0,1,5,2,3,2,6.0,0,2,0,2,0,0,3,0.239,4.33,1,0
2.17,3,0,1,1,6,3,1,2.33,0,3,0,2,0,0,3,0.652,0.16000000000000014,0,0
0.75,2,0,0,4,0,1,2,6.75,0,3,1,2,0,0,1,0.097,6.0,1,1
1.17,3,0,0,3,4,2,3,4.42,0,3,0,2,0,0,4,0.216,3.25,1,0
0.83,3,0,0,4,3,2,2,7.08,1,1,0,2,0,0,1,0.103,6.25,1,1
3.5,4,0,0,1,0,1,2,6.83,0,3,1,3,0,0,4,0.447,3.33,0,1
0.92,3,0,0,4,1,1,2,3.5,0,3,1,2,0,0,3,0.204,2.58,1,0
1.25,2,0,0,2,5,2,1,1.75,0,3,1,3,0,0,2,0.455,0.5,1,0
1.33,4,1,0,2,0,3,1,2.83,0,4,0,2,0,0,2,0.347,1.5,1,0
2.0,3,0,0,3,4,2,2,4.83,0,1,1,2,0,0,3,0.343,2.83,1,0
0.25,2,2,0,2,1,2,1,3.92,0,3,1,2,0,0,3,0.051,3.67,1,0
0.08,4,0,0,3,2,1,3,6.33,1,3,1,2,0,0,1,0.011,6.25,1,1
0.5,1,0,1,3,4,1,1,2.75,0,2,1,2,0,0,1,0.133,2.25,1,0
1.58,3,2,0,4,0,1,3,7.67,0,1,1,2,0,0,3,0.182,6.09,1,1
3.08,2,0,0,1,1,2,1,6.83,0,2,1,2,0,0,4,0.393,3.75,0,1
2.5,2,0,1,5,1,2,2,6.75,0,3,0,2,0,0,4,0.323,4.25,0,1
0.5,3,1,0,2,0,3,3,4.17,1,1,0,3,0,0,2,0.097,3.67,1,0
1.67,3,3,0,1,0,2,2,6.5,1,2,0,2,0,0,3,0.223,4.83,1,1
0.75,3,1,0,3,2,3,3,6.42,1,2,0,3,0,0,1,0.101,5.67,1,0
1.08,3,3,0,1,1,2,2,7.0,0,3,0,4,0,0,4,0.135,5.92,1,1
0.33,3,0,1,1,1,2,2,1.67,0,3,0,3,0,0,1,0.124,1.3399999999999999,1,0
0.58,3,0,0,4,2,2,2,4.25,0,3,0,2,0,0,4,0.11,3.67,1,0
0.83,4,0,1,2,0,2,1,4.0,0,3,1,1,0,0,4,0.166,3.17,1,0
1.58,4,0,1,4,0,1,2,5.33,0,3,1,3,1,0,2,0.25,3.75,1,1
0.25,1,4,0,2,1,3,1,0.75,0,3,0,1,0,0,3,0.143,0.5,1,0
0.58,3,2,0,4,4,2,2,4.92,0,2,1,2,0,0,4,0.098,4.34,1,0
0.08,3,0,1,3,3,1,3,4.58,0,3,0,3,0,0,4,0.014,4.5,1,0
3.17,3,1,0,3,1,2,2,5.08,1,3,0,2,0,0,4,0.521,1.9100000000000001,0,1
2.17,2,0,0,4,2,2,2,7.58,0,2,1,3,0,0,2,0.253,5.41,0,1
0.67,3,2,0,4,0,2,2,2.67,0,1,0,3,0,0,1,0.183,2.0,1,0
2.42,3,0,1,1,4,1,1,4.58,1,3,1,2,0,0,3,0.434,2.16,0,0
1.67,2,2,0,2,1,1,1,5.58,0,3,1,3,0,0,4,0.254,3.91,1,1
2.17,4,0,1,4,3,2,1,4.67,0,2,0,3,0,0,4,0.383,2.5,0,0
0.25,3,0,0,4,3,1,2,0.42,0,1,1,2,0,0,2,0.176,0.16999999999999998,1,0
2.83,3,0,0,3,2,3,1,6.75,1,2,0,4,0,0,4,0.365,3.92,0,0
0.58,3,1,0,5,1,3,2,2.25,0,1,0,3,0,0,1,0.178,1.67,1,0
1.33,3,0,1,3,3,1,2,7.5,0,3,1,2,0,0,3,0.156,6.17,1,1
0.25,4,2,0,4,2,1,2,6.42,0,4,1,2,0,0,2,0.034,6.17,1,1
3.33,3,1,1,4,0,1,1,6.25,1,2,1,2,0,0,4,0.459,2.92,0,1
1.58,3,1,0,2,1,1,2,5.5,0,1,0,3,0,0,2,0.243,3.92,1,1
3.33,3,2,1,4,3,2,2,6.17,0,1,0,2,0,0,4,0.464,2.84,0,1
2.0,3,2,0,4,3,3,1,7.75,1,1,0,2,0,0,3,0.229,5.75,1,0
1.25,2,1,0,3,3,3,1,5.83,0,3,0,2,1,0,1,0.183,4.58,1,0
0.67,2,1,0,2,6,2,2,4.08,0,2,1,2,1,0,2,0.132,3.41,1,0
1.33,3,0,0,2,0,3,2,1.75,0,1,0,2,1,0,3,0.484,0.41999999999999993,1,0
2.17,3,4,0,3,2,3,2,3.75,0,3,0,3,0,0,4,0.457,1.58,0,0
1.92,1,2,1,4,0,2,3,8.42,0,2,1,2,0,0,4,0.204,6.5,1,1
2.25,3,0,1,2,0,1,2,2.5,0,3,1,2,0,0,4,0.643,0.25,0,0
2.17,3,0,1,3,1,1,3,7.0,0,3,0,4,1,0,3,0.271,4.83,0,1
0.25,3,0,1,3,1,3,2,2.42,1,2,0,2,0,0,1,0.073,2.17,1,0
1.75,3,0,0,3,0,3,2,3.75,0,3,1,2,0,0,3,0.368,2.0,1,0
2.08,3,2,0,4,0,2,2,2.33,0,2,1,2,0,0,3,0.625,0.25,0,0
2.08,4,1,0,4,0,2,2,8.17,0,1,0,3,1,0,3,0.227,6.09,0,1
0.83,3,0,0,4,2,3,2,7.42,0,3,0,3,1,0,1,0.099,6.59,1,0
0.83,3,2,0,3,2,1,3,3.0,0,3,0,3,0,0,2,0.208,2.17,1,0
2.0,3,0,1,5,5,3,2,2.83,0,3,0,3,1,0,3,0.522,0.8300000000000001,1,0
0.58,4,0,1,5,2,3,2,2.58,0,3,0,2,1,0,4,0.162,2.0,1,0
1.75,1,0,0,4,0,2,2,6.33,0,3,0,3,0,0,2,0.239,4.58,1,1
0.83,3,1,1,3,1,3,1,4.58,0,3,0,2,0,0,2,0.149,3.75,1,0
0.67,3,0,0,3,3,2,2,2.67,0,4,1,2,0,0,2,0.183,2.0,1,0
0.33,3,1,1,2,3,3,1,2.33,0,3,1,2,0,0,1,0.099,2.0,1,0
0.42,1,0,0,4,2,2,1,2.08,0,2,1,2,1,0,1,0.136,1.6600000000000001,1,0
1.75,3,2,0,2,0,2,2,6.5,0,2,1,3,0,0,2,0.233,4.75,1,1
2.58,4,0,0,2,0,3,3,6.83,0,1,1,3,0,0,3,0.33,4.25,0,0
1.58,3,0,1,1,2,1,1,5.0,0,1,1,3,0,0,3,0.263,3.42,1,0
1.08,3,0,1,4,4,1,1,1.92,0,4,0,2,0,0,4,0.37,0.8399999999999999,1,0
0.17,3,0,0,3,3,3,2,4.08,0,3,1,2,0,0,2,0.033,3.91,1,0
1.25,3,1,1,2,1,2,1,4.17,0,3,1,3,0,0,1,0.242,2.92,1,0
0.92,3,2,0,4,3,1,1,1.33,0,2,1,2,0,0,1,0.395,0.41000000000000003,1,0
1.0,3,0,1,2,0,1,3,4.83,0,3,1,3,0,0,1,0.172,3.83,1,0
0.08,4,1,1,4,1,1,1,2.75,0,1,1,2,2,0,4,0.021,2.67,1,0
0.17,2,0,0,2,0,1,2,6.5,1,3,0,2,0,0,1,0.023,6.33,1,1
3.5,3,0,1,3,1,1,2,3.75,1,3,0,2,0,0,4,0.737,0.25,0,0
0.25,4,0,0,2,1,2,2,6.33,0,3,1,1,0,0,2,0.034,6.08,1,1
0.33,3,1,0,3,1,1,2,1.75,0,3,1,2,0,0,3,0.12,1.42,1,0
2.42,3,0,1,1,0,1,2,8.0,1,1,0,3,0,0,4,0.269,5.58,0,1
0.08,4,0,1,4,5,2,2,1.92,0,2,0,2,0,0,2,0.027,1.8399999999999999,1,0
0.42,4,0,1,1,0,1,2,4.17,1,2,1,3,1,0,2,0.081,3.75,1,0
1.25,3,0,0,4,0,2,1,4.92,0,3,1,3,0,0,2,0.211,3.67,1,0
0.08,3,0,0,4,1,3,1,6.67,1,3,0,2,0,0,1,0.01,6.59,1,0
0.92,2,3,0,2,0,1,2,1.58,1,4,1,2,1,0,1,0.357,0.66,1,0
0.25,3,0,0,2,0,1,2,6.08,0,1,1,1,0,0,2,0.035,5.83,1,1
0.42,3,0,0,2,0,2,1,0.67,0,3,1,2,1,0,1,0.251,0.25000000000000006,1,0
2.25,3,0,0,4,4,1,2,6.33,1,1,0,2,0,0,4,0.307,4.08,0,1
1.75,4,0,0,4,3,2,1,7.17,0,4,1,3,0,0,4,0.214,5.42,1,1
1.92,3,0,1,2,1,2,1,2.83,0,3,0,2,0,0,3,0.501,0.9100000000000001,1,0
1.17,3,2,1,1,1,2,2,4.75,1,3,0,2,0,0,2,0.203,3.58,1,0
1.33,3,2,0,5,1,1,2,3.25,0,1,1,3,0,0,2,0.313,1.92,1,0
1.92,4,1,1,1,5,3,2,6.0,0,1,0,2,0,0,4,0.274,4.08,1,0
1.67,3,0,1,4,1,3,2,5.33,0,3,0,2,1,0,3,0.264,3.66,1,0
0.92,3,1,0,1,0,2,3,4.92,1,1,1,3,0,0,1,0.155,4.0,1,0
2.33,3,0,0,1,2,2,2,6.83,0,3,1,2,0,0,3,0.298,4.5,0,1
1.5,3,1,0,1,4,2,2,6.0,0,3,0,2,0,0,3,0.214,4.5,1,1
0.33,4,2,0,2,2,2,2,5.33,0,3,1,2,0,0,2,0.052,5.0,1,1
0.17,3,0,1,1,3,2,3,3.17,0,3,1,3,1,0,3,0.041,3.0,1,0
2.0,3,0,1,3,2,1,3,8.25,1,3,0,2,0,0,4,0.216,6.25,1,1
0.25,1,4,0,2,4,1,3,6.42,0,2,0,3,0,0,3,0.034,6.17,1,1
0.75,3,0,0,4,4,1,2,7.25,0,3,1,3,0,0,2,0.091,6.5,1,1
0.08,3,1,1,4,0,3,1,6.17,1,3,1,2,0,0,1,0.011,6.09,1,0
1.17,4,1,0,4,0,3,1,6.75,0,3,0,3,1,0,3,0.151,5.58,1,0
0.25,3,0,0,5,4,2,1,1.58,0,3,0,3,0,0,1,0.097,1.33,1,0
1.58,3,0,0,1,4,2,3,4.25,0,3,0,2,0,0,4,0.301,2.67,1,0
1.92,4,0,0,4,4,2,3,5.0,0,3,0,2,1,0,2,0.32,3.08,1,0
1.42,3,0,0,3,2,1,2,5.5,0,3,0,3,0,0,2,0.218,4.08,1,1
0.42,4,0,1,3,1,2,3,4.83,0,3,1,3,0,0,4,0.072,4.41,1,0
1.08,4,0,0,2,1,1,2,2.42,0,2,1,2,0,0,4,0.316,1.3399999999999999,1,0
2.67,3,0,0,1,1,2,1,4.75,0,3,1,2,0,0,3,0.464,2.08,0,0
2.17,4,1,0,2,0,1,2,3.67,0,4,1,2,1,0,4,0.465,1.5,0,0
0.92,3,2,0,2,0,3,2,1.08,0,4,0,3,0,0,1,0.442,0.16000000000000003,1,0
1.25,3,1,0,2,0,2,1,6.5,0,4,0,3,0,0,3,0.167,5.25,1,1
1.67,3,0,0,1,1,1,2,8.17,0,3,0,3,2,0,3,0.182,6.5,1,1
0.33,3,0,0,3,0,1,2,3.42,0,3,1,3,1,0,3,0.075,3.09,1,0
2.17,3,0,1,2,3,2,2,5.0,0,3,1,2,0,0,3,0.362,2.83,0,0
1.5,3,0,0,4,5,1,2,5.58,0,2,1,3,0,0,4,0.228,4.08,1,1
1.67,3,1,1,1,4,2,2,7.67,0,3,0,2,0,0,4,0.193,6.0,1,1
1.67,2,3,1,3,2,1,2,7.58,0,3,1,2,1,0,4,0.195,5.91,1,1
1.17,4,1,0,3,0,3,2,2.58,0,1,0,3,0,0,4,0.327,1.4100000000000001,1,0
0.92,3,0,1,1,1,1,3,1.17,0,3,1,3,0,0,1,0.424,0.2499999999999999,1,0
1.92,4,1,0,3,3,2,1,8.42,0,4,1,1,0,0,4,0.204,6.5,1,1
1.17,3,1,1,2,0,2,3,7.67,0,2,1,2,0,0,1,0.135,6.5,1,1
3.17,3,1,1,2,3,3,3,7.75,1,3,0,3,1,0,4,0.362,4.58,0,0
1.83,3,3,1,4,0,2,3,6.83,1,2,0,2,0,0,2,0.234,5.0,1,1
0.08,3,0,1,2,0,1,2,3.67,1,3,1,2,0,0,3,0.017,3.59,1,0
2.5,3,2,0,3,3,1,2,5.75,0,2,1,4,0,0,3,0.37,3.25,0,1
0.17,1,2,0,1,1,2,1,6.58,0,3,1,3,0,0,3,0.022,6.41,1,1
0.83,3,0,1,1,1,1,3,3.42,0,1,1,3,0,0,3,0.188,2.59,1,0
0.08,4,2,0,2,1,2,1,2.58,0,4,1,2,0,0,4,0.022,2.5,1,0
0.83,3,1,1,2,0,1,2,1.08,0,3,1,2,0,0,1,0.399,0.2500000000000001,1,0
1.25,1,1,1,2,0,1,2,6.25,1,3,1,2,0,0,3,0.172,5.0,1,1
0.33,3,1,0,3,3,3,2,6.33,0,3,0,2,1,0,4,0.045,6.0,1,0
0.5,3,1,1,4,0,2,2,6.5,0,3,1,2,0,0,1,0.067,6.0,1,1
0.42,3,1,0,1,0,1,1,4.5,0,3,0,3,1,0,1,0.076,4.08,1,0
1.67,3,0,1,2,1,3,2,5.83,0,3,1,3,0,0,3,0.245,4.16,1,0
1.08,3,0,0,4,4,2,1,1.25,0,1,1,2,1,0,2,0.48,0.16999999999999993,1,0
0.17,3,1,1,2,1,2,2,1.17,1,1,1,3,0,0,1,0.078,0.9999999999999999,1,0
0.08,3,2,0,3,0,1,2,5.67,0,2,1,3,0,0,2,0.012,5.59,1,1
0.42,2,1,0,3,3,1,2,2.67,1,2,0,3,1,0,2,0.114,2.25,1,0
0.17,2,0,0,1,2,2,3,6.0,1,3,0,3,0,0,1,0.024,5.83,1,1
2.08,2,1,1,1,0,1,2,5.17,0,1,1,2,1,0,2,0.337,3.09,0,1
0.75,3,0,1,1,1,1,3,2.75,0,3,1,2,1,0,1,0.2,2.0,1,0
0.5,4,0,1,2,0,1,2,1.25,0,1,1,2,0,0,1,0.222,0.75,1,0
2.42,3,1,0,3,3,1,1,7.58,1,3,0,2,0,0,3,0.282,5.16,0,1
0.25,3,0,0,2,2,2,3,1.5,0,1,1,2,0,0,1,0.1,1.25,1,0
1.83,3,0,0,1,0,2,3,5.5,0,2,0,2,0,0,2,0.282,3.67,1,1
0.58,2,0,0,4,3,2,2,0.75,0,4,0,2,0,0,3,0.331,0.17000000000000004,1,0
2.08,4,2,0,2,1,2,2,7.5,0,2,1,3,2,0,2,0.245,5.42,0,1
1.83,2,0,0,3,0,2,1,6.75,0,3,0,3,0,0,2,0.236,4.92,1,1
2.0,3,0,1,4,2,2,2,2.25,0,3,0,2,0,0,4,0.615,0.25,1,0
3.33,3,2,0,3,4,3,1,5.17,0,2,0,2,0,0,4,0.54,1.8399999999999999,0,0
2.42,1,1,1,4,6,1,3,7.75,0,4,1,2,1,0,4,0.277,5.33,0,1
0.08,3,0,1,1,3,1,2,4.5,0,2,1,3,1,0,2,0.015,4.42,1,0
1.17,2,1,0,2,3,2,2,7.67,0,1,1,2,0,0,2,0.135,6.5,1,1
1.83,3,1,0,4,0,2,2,2.25,0,3,0,3,0,0,2,0.563,0.41999999999999993,1,0
0.67,2,1,1,2,3,1,2,5.5,0,3,1,3,1,0,2,0.103,4.83,1,1
2.0,3,0,1,2,2,1,2,6.67,0,2,1,1,0,0,3,0.261,4.67,1,1
0.5,3,0,0,4,1,2,2,1.0,1,3,0,3,1,0,1,0.25,0.5,1,0
0.67,3,0,0,2,0,1,2,1.08,0,1,1,3,0,0,3,0.322,0.41000000000000003,1,0
3.75,4,0,1,1,1,1,3,7.08,1,4,1,2,0,0,4,0.464,3.33,0,1
0.58,3,1,0,2,3,3,2,6.0,0,3,0,3,0,0,1,0.083,5.42,1,0
